Date-Time,FEIc1_FEIc2_FEIc3_b,FEIc2_FEIc3_FEIc4_b,FEIc3_FEIc4_FEIc5_b,FEIc4_FEIc5_FEIc6_b,FEIc5_FEIc6_FEIc7_b,FEIc6_FEIc7_FEIc8_b,FEIc7_FEIc8_FEIc9_b,FEIc8_FEIc9_FEIc10_b,FEIc9_FEIc10_FEIc11_b,FEIc10_FEIc11_FEIc12_b,FEIc11_FEIc12_FEIc13_b,FEIc12_FEIc13_FEIc14_b,FEIc13_FEIc14_FEIc15_b,FEIc14_FEIc15_FEIc16_b
2008-04-24 00:00:00+00:00,0.0025,0.3025,-0.56,0.4125,-0.2825,0.2325,-0.0575,-0.015,-0.04,0.0125,-0.0125,-0.0125,-0.0125,0.0275
2008-04-25 00:00:00+00:00,0.0175,0.2975,-0.555,0.4025,-0.275,0.225,-0.055,-0.01,-0.04,0.0075,-0.0125,-0.0025,-0.015,0.025
2008-04-28 00:00:00+00:00,-0.0125,0.32,-0.53,0.3525,-0.22,0.1875,-0.0475,-0.0175,-0.04,0.0075,-0.01,0.0025,-0.015,0.0225
2008-04-29 00:00:00+00:00,-0.0475,0.3425,-0.495,0.2825,-0.15,0.16,-0.05,-0.02,-0.0375,0.0025,-0.0175,0.0075,-0.01,0.02
2008-04-30 00:00:00+00:00,-0.0775,0.3575,-0.48,0.2525,-0.12,0.1525,-0.05,-0.0275,-0.0525,0.01,-0.0125,0.0025,-0.005,0.02
2008-05-01 00:00:00+00:00,-0.0725,0.36,-0.4875,0.2675,-0.1325,0.17,-0.0625,-0.03,-0.045,0.01,-0.02,0.025,-0.0225,0.015
2008-05-02 00:00:00+00:00,-0.085,0.37,-0.495,0.2825,-0.15,0.1575,-0.05,-0.025,-0.045,0.0125,-0.0125,0.0025,-0.01,0.02
2008-05-05 00:00:00+00:00,-0.0775,0.3575,-0.515,0.3225,-0.195,0.1775,-0.04,-0.0225,-0.045,0.005,-0.01,0.0025,-0.015,0.0225
2008-05-06 00:00:00+00:00,-0.095,0.37,-0.4975,0.2875,-0.1575,0.16,-0.04,-0.0175,-0.0475,0.005,-0.015,0.0025,0.0,0.0125
2008-05-07 00:00:00+00:00,-0.0925,0.3675,-0.485,0.2625,-0.12,0.1375,-0.04,-0.0225,-0.0475,0.0075,-0.0175,0.0025,-0.01,0.015
2008-05-08 00:00:00+00:00,-0.015,0.2,-0.395,0.2525,-0.0975,0.13,-0.0425,-0.025,-0.0525,0.0075,-0.015,0.0,-0.015,0.0275
2008-05-09 00:00:00+00:00,-0.0025,0.2,-0.4175,0.2875,-0.125,0.155,-0.045,-0.0375,-0.0525,0.005,-0.0125,0.0,-0.015,0.0225
2008-05-12 00:00:00+00:00,0.015,0.185,-0.4475,0.3475,-0.195,0.19,-0.0325,-0.0325,-0.0575,0.005,-0.0225,-0.0075,-0.005,0.025
2008-05-13 00:00:00+00:00,0.0175,0.23,-0.505,0.4025,-0.265,0.215,-0.02,-0.0225,-0.055,0.005,-0.0225,-0.0025,-0.0075,0.01
2008-05-14 00:00:00+00:00,0.005,0.27,-0.5425,0.4275,-0.31,0.23,-0.01,-0.0075,-0.0475,-0.005,-0.0325,0.0075,-0.025,0.025
2008-05-15 00:00:00+00:00,0.0075,0.2675,-0.5575,0.4575,-0.345,0.245,-0.0075,-0.005,-0.05,0.0,-0.0275,0.005,-0.0225,0.025
2008-05-16 00:00:00+00:00,-0.005,0.275,-0.5525,0.4475,-0.33,0.225,-0.005,0.0,-0.045,0.005,-0.0275,0.005,-0.025,0.02
2008-05-19 00:00:00+00:00,-0.0125,0.2825,-0.55,0.4375,-0.325,0.22,-0.0025,0.0025,-0.0425,0.0025,-0.025,-0.01,-0.01,0.0225
2008-05-20 00:00:00+00:00,-0.02,0.0525,-0.0475,0.175,-0.3125,0.215,-0.0075,0.005,-0.045,0.01,-0.025,-0.005,-0.0175,0.0275
2008-05-21 00:00:00+00:00,-0.0175,0.025,-0.0075,0.155,-0.3475,0.2325,0.005,0.01,-0.035,0.0025,-0.025,-0.0075,-0.02,0.025
2008-05-22 00:00:00+00:00,0.0025,-0.015,0.0425,0.13,-0.3925,0.26,0.0175,0.0125,-0.035,0.0175,-0.025,-0.0025,-0.025,0.015
2008-05-23 00:00:00+00:00,0.0125,-0.0325,0.0675,0.1175,-0.405,0.28,0.005,0.015,-0.03,0.0125,-0.0225,-0.0025,-0.015,0.0
2008-05-26 00:00:00+00:00,-0.01,0.015,0.04,0.12,-0.4,0.27,0.005,0.0175,-0.025,0.0125,-0.0275,-0.0025,-0.02,0.0225
2008-05-27 00:00:00+00:00,-0.0425,0.0275,0.045,0.1175,-0.41,0.2825,0.0,0.0175,-0.025,0.015,-0.0275,0.0,-0.0225,0.02
2008-05-28 00:00:00+00:00,-0.0175,0.02,0.04,0.12,-0.4175,0.2875,0.0025,0.0075,-0.02,0.015,-0.0275,-0.0075,-0.005,0.015
2008-05-29 00:00:00+00:00,-0.01,0.0,0.09,0.0875,-0.455,0.32,0.005,0.0125,-0.0175,0.0175,-0.03,-0.0075,-0.015,0.0
2008-05-30 00:00:00+00:00,-0.03,0.0075,0.1125,0.07,-0.4775,0.345,0.0075,0.01,-0.0175,0.0125,-0.03,-0.0025,-0.02,0.0225
2008-06-02 00:00:00+00:00,-0.0275,0.0125,0.085,0.09,-0.4475,0.3225,0.0125,0.0025,-0.02,0.01,-0.0375,0.0025,-0.02,0.025
2008-06-03 00:00:00+00:00,-0.0275,-0.005,0.13,0.0625,-0.4825,0.36,0.0,0.01,-0.015,0.01,-0.03,0.0,-0.0475,0.06
2008-06-04 00:00:00+00:00,-0.005,-0.0175,0.13,0.0625,-0.4925,0.365,0.0075,0.01,-0.02,0.0125,-0.0225,-0.0125,0.0,-0.015
2008-06-05 00:00:00+00:00,0.0175,0.0025,0.27,-0.0775,-0.6575,0.53,0.015,0.02,-0.0175,0.0125,-0.035,-0.01,-0.0225,0.0225
2008-06-06 00:00:00+00:00,-0.0125,-0.0025,0.3125,-0.0975,-0.6925,0.5475,0.0075,0.0225,-0.0025,0.02,-0.01,-0.0125,-0.02,0.0125
2008-06-09 00:00:00+00:00,-0.01,0.0275,0.29,-0.0925,-0.6925,0.54,-0.005,0.025,-0.0025,0.0175,-0.0175,-0.01,0.0025,0.0275
2008-06-10 00:00:00+00:00,-0.0325,0.0525,0.27,-0.0825,-0.67,0.5075,0.0,0.0375,-0.0175,0.0275,-0.025,0.005,-0.015,0.025
2008-06-11 00:00:00+00:00,0.0175,-0.0275,0.26,-0.045,-0.63,0.465,0.0125,0.0175,-0.005,0.015,-0.0125,0.01,-0.035,0.055
2008-06-12 00:00:00+00:00,-0.0025,-0.0075,0.24,-0.035,-0.6375,0.4625,0.015,0.025,-0.01,0.02,-0.0075,0.0,-0.01,0.0175
2008-06-13 00:00:00+00:00,0.015,-0.0,0.2225,-0.03,-0.6475,0.4525,0.03,0.0275,-0.0075,0.02,-0.0225,0.01,0.0,0.05
2008-06-16 00:00:00+00:00,0.055,-0.055,0.2925,-0.065,-0.67,0.4825,0.0275,0.02,-0.01,0.02,-0.0175,0.015,-0.0175,0.03
2008-06-17 00:00:00+00:00,-0.025,0.035,0.2325,-0.5125,0.285,0.0225,0.025,-0.0175,0.0125,-0.025,0.005,-0.01,0.0325,-0.02
2008-06-18 00:00:00+00:00,0.0225,-0.0175,0.2525,-0.4975,0.27,0.01,0.035,-0.015,0.0075,-0.0175,0.005,-0.0125,0.035,-0.0175
2008-06-19 00:00:00+00:00,0.0025,0.0275,0.23,-0.52,0.2775,0.03,0.0175,-0.0025,0.005,-0.025,0.025,-0.005,-0.0175,0.0175
2008-06-20 00:00:00+00:00,0.015,0.0075,0.24,-0.5125,0.27,0.03,0.025,-0.0075,0.0125,-0.0275,0.005,-0.0125,0.0225,-0.0075
2008-06-22 00:00:00+00:00,0.015,0.0075,0.24,-0.51,0.265,0.0325,0.025,-0.0075,0.0125,-0.0275,0.005,-0.0125,0.0225,-0.0075
2008-06-23 00:00:00+00:00,-0.02,0.01,0.2525,-0.5125,0.285,0.025,0.0175,-0.0125,0.01,-0.02,-0.005,-0.0075,0.03,-0.0125
2008-06-24 00:00:00+00:00,0.015,-0.0175,0.2625,-0.4825,0.2575,0.0325,0.01,-0.01,0.005,-0.0275,-0.0025,-0.01,0.0325,-0.02
2008-06-25 00:00:00+00:00,0.025,-0.0325,0.27,-0.48,0.2575,0.0275,0.015,-0.01,0.0075,-0.04,-0.0025,-0.01,0.0325,-0.0025
2008-06-26 00:00:00+00:00,0.0225,-0.065,0.2975,-0.445,0.2325,0.015,0.0225,-0.02,0.01,-0.0325,-0.01,0.0125,0.0075,-0.0075
2008-06-27 00:00:00+00:00,-0.0075,-0.0525,0.3,-0.445,0.235,0.02,0.005,-0.01,0.0125,-0.03,-0.01,-0.01,0.025,0.0025
2008-06-30 00:00:00+00:00,0.0075,-0.0325,0.28,-0.485,0.24,0.03,0.0225,-0.0025,0.0175,-0.0275,-0.01,-0.0075,0.0325,-0.04
2008-07-01 00:00:00+00:00,-0.0025,-0.0225,0.275,-0.4825,0.24,0.025,0.0175,-0.0075,0.025,-0.0375,-0.0025,0.0075,0.035,-0.0175
2008-07-02 00:00:00+00:00,0.0175,-0.0125,0.2625,-0.5,0.255,0.025,0.01,0.0025,0.0175,-0.02,-0.0075,-0.0025,0.0375,-0.0175
2008-07-03 00:00:00+00:00,0.005,-0.0575,0.2975,-0.425,0.215,0.005,0.005,-0.01,0.0225,-0.04,0.005,-0.005,0.01,0.0275
2008-07-04 00:00:00+00:00,-0.015,-0.05,0.3,-0.4325,0.22,0.0225,0.0025,-0.0175,0.0125,-0.03,-0.0,-0.005,0.0225,0.0025
2008-07-07 00:00:00+00:00,-0.0125,-0.055,0.3025,-0.405,0.2025,0.02,0.0075,-0.0325,0.01,-0.02,-0.0075,-0.005,0.02,-0.015
2008-07-08 00:00:00+00:00,-0.0075,-0.0525,0.2975,-0.42,0.2175,0.0125,0.0125,-0.025,0.0075,-0.0225,-0.0075,-0.0025,0.0325,-0.0175
2008-07-09 00:00:00+00:00,0.01,-0.0675,0.3025,-0.4075,0.2075,0.02,0.0,-0.025,0.0125,-0.035,-0.0025,0.005,0.02,-0.0125
2008-07-10 00:00:00+00:00,0.0025,-0.06,0.3,-0.425,0.2275,0.015,-0.01,-0.015,0.015,-0.025,-0.0025,-0.0075,0.0275,-0.015
2008-07-11 00:00:00+00:00,-0.01,-0.045,0.295,-0.4175,0.2325,0.0025,-0.01,-0.03,0.02,-0.0275,-0.0025,-0.005,0.03,-0.0125
2008-07-13 00:00:00+00:00,-0.01,-0.045,0.295,-0.4175,0.2425,-0.0175,0.0,-0.03,0.02,-0.0275,-0.0025,-0.005,0.03,-0.0125
2008-07-14 00:00:00+00:00,-0.0125,-0.055,0.3025,-0.3975,0.2175,0.0,-0.01,-0.025,0.02,-0.025,-0.0025,-0.01,0.0275,-0.0125
2008-07-15 00:00:00+00:00,0.0175,-0.08,0.1475,-0.07,0.065,-0.01,-0.02,-0.025,0.02,-0.025,0.0025,-0.0125,0.0325,-0.02
2008-07-16 00:00:00+00:00,0.025,-0.085,0.14,-0.055,0.045,-0.0075,-0.0225,-0.0175,0.02,-0.02,0.0025,-0.01,0.045,-0.025
2008-07-17 00:00:00+00:00,0.0225,-0.085,0.13,-0.035,0.0175,0.0025,-0.0125,-0.0125,0.0175,-0.0275,-0.0025,0.0,0.0275,-0.0175
2008-07-18 00:00:00+00:00,0.03,-0.03,0.0375,0.065,-0.11,0.0725,0.0025,-0.02,0.0175,-0.025,0.0025,-0.005,0.05,-0.0525
2008-07-21 00:00:00+00:00,-0.0075,0.0375,-0.005,0.09,-0.145,0.085,-0.0025,-0.0,0.0125,-0.0225,-0.005,0.0025,0.035,-0.0175
2008-07-22 00:00:00+00:00,0.005,-0.005,0.0125,0.1,-0.1575,0.0875,0.005,-0.005,0.015,-0.0175,-0.0075,-0.0025,0.035,-0.02
2008-07-23 00:00:00+00:00,-0.0075,0.0025,0.0325,0.06,-0.11,0.0725,-0.005,-0.005,0.0075,-0.0275,0.0,0.005,0.03,-0.025
2008-07-24 00:00:00+00:00,-0.035,0.0175,0.075,-0.025,0.005,0.0175,-0.0075,-0.0225,0.01,-0.03,-0.005,0.0025,0.04,-0.035
2008-07-25 00:00:00+00:00,-0.0175,0.01,0.045,0.035,-0.0575,0.0575,-0.0075,-0.0275,0.0075,-0.0275,-0.005,0.0,0.0125,-0.0075
2008-07-28 00:00:00+00:00,-0.03,0.0175,0.07,-0.015,0.0125,0.0175,-0.01,-0.0325,0.0075,-0.0325,0.0,-0.0075,0.0325,-0.0125
2008-07-29 00:00:00+00:00,-0.0325,0.02,0.08,-0.035,0.045,-0.005,-0.01,-0.045,0.0125,-0.0225,0.01,-0.0125,0.0175,0.01
2008-07-30 00:00:00+00:00,-0.0475,0.03,0.1075,-0.09,0.1125,-0.04,-0.025,-0.0375,0.01,-0.02,0.0025,0.01,0.02,-0.025
2008-07-31 00:00:00+00:00,-0.0525,0.03,0.1075,-0.09,0.1275,-0.04,-0.025,-0.05,0.0125,-0.0225,0.0,-0.01,0.035,-0.0125
2008-08-01 00:00:00+00:00,-0.04,0.02,0.0875,-0.05,0.09,-0.0125,-0.03,-0.05,0.0075,-0.025,0.005,-0.0075,0.0325,-0.0175
2008-08-04 00:00:00+00:00,-0.0375,0.02,0.0825,-0.04,0.075,0.0025,-0.03,-0.055,0.0075,-0.0225,0.0,-0.0075,0.04,-0.02
2008-08-05 00:00:00+00:00,-0.0575,0.03,0.09,-0.055,0.0825,-0.005,-0.02,-0.055,0.01,-0.02,-0.0025,-0.0025,0.015,0.0
2008-08-06 00:00:00+00:00,-0.045,0.025,0.1025,-0.08,0.1125,-0.0225,-0.025,-0.045,0.0075,-0.02,-0.0075,-0.01,0.0225,-0.0125
2008-08-07 00:00:00+00:00,-0.075,0.0425,0.1525,-0.18,0.245,-0.085,-0.0325,-0.0575,0.005,-0.0225,-0.0125,-0.005,0.025,-0.01
2008-08-08 00:00:00+00:00,-0.025,-0.055,0.195,-0.17,0.2325,-0.0675,-0.0425,-0.06,0.005,-0.02,-0.0075,-0.015,0.04,-0.025
2008-08-11 00:00:00+00:00,-0.0125,-0.06,0.185,-0.15,0.2,-0.0575,-0.03,-0.0575,0.0075,-0.02,-0.0075,-0.0125,0.045,-0.0375
2008-08-12 00:00:00+00:00,-0.0175,-0.0625,0.2,-0.175,0.25,-0.09,-0.035,-0.055,0.0075,-0.0325,0.005,-0.0125,0.0325,-0.025
2008-08-13 00:00:00+00:00,-0.02,-0.0525,0.1925,-0.17,0.2575,-0.0975,-0.04,-0.055,0.0125,-0.0275,-0.0025,-0.02,0.0375,-0.02
2008-08-14 00:00:00+00:00,-0.0025,-0.0575,0.175,-0.14,0.24,-0.0875,-0.0425,-0.055,0.01,-0.0275,-0.01,-0.0175,0.0325,-0.015
2008-08-15 00:00:00+00:00,-0.02,-0.03,0.13,-0.075,0.21,-0.0675,-0.0625,-0.0525,0.01,-0.0375,-0.005,-0.015,0.03,-0.0225
2008-08-18 00:00:00+00:00,-0.035,-0.0125,0.1175,-0.065,0.205,-0.07,-0.0475,-0.0625,0.0075,-0.0325,-0.0175,-0.0125,0.0275,-0.0075
2008-08-19 00:00:00+00:00,0.035,-0.0025,0.005,-0.0075,0.1775,-0.04,-0.0425,-0.07,0.02,-0.0425,-0.01,-0.02,0.03,-0.01
2008-08-20 00:00:00+00:00,0.0375,0.015,-0.03,0.01,0.2,-0.07,-0.0425,-0.0575,0.0175,-0.0425,-0.02,-0.025,0.0425,-0.01
2008-08-21 00:00:00+00:00,0.055,-0.0125,0.01,-0.01,0.1575,-0.04,-0.0375,-0.055,0.0225,-0.0475,-0.005,-0.0225,0.0325,-0.01
2008-08-22 00:00:00+00:00,0.045,-0.0075,0.005,-0.0075,0.14,-0.04,-0.0325,-0.04,0.02,-0.04,-0.0175,-0.02,0.035,-0.01
2008-08-25 00:00:00+00:00,0.055,-0.0075,-0.005,-0.0025,0.1775,-0.0675,-0.0375,-0.05,0.025,-0.045,-0.005,-0.03,0.0375,-0.0075
2008-08-26 00:00:00+00:00,0.0475,-0.0125,0.01,-0.01,0.185,-0.0625,-0.0425,-0.055,0.0225,-0.045,-0.0125,-0.025,0.035,-0.0075
2008-08-27 00:00:00+00:00,0.0675,-0.0225,0.015,-0.0125,0.155,-0.0525,-0.0275,-0.0525,0.03,-0.045,-0.015,-0.0275,0.045,-0.0125
2008-08-28 00:00:00+00:00,0.0625,-0.0225,0.02,-0.015,0.1375,-0.04,-0.0375,-0.045,0.0375,-0.0475,-0.015,-0.015,0.045,-0.0225
2008-08-29 00:00:00+00:00,0.07,-0.015,0.0,-0.005,0.1475,-0.0525,-0.0325,-0.0475,0.04,-0.0475,-0.01,-0.02,0.035,-0.01
2008-09-01 00:00:00+00:00,0.0475,-0.005,0.0,-0.005,0.175,-0.07,-0.0325,-0.0575,0.04,-0.05,-0.01,-0.0225,0.0325,-0.005
2008-09-02 00:00:00+00:00,0.06,-0.01,0.0,-0.005,0.17,-0.06,-0.03,-0.0575,0.0325,-0.0475,-0.02,-0.0175,0.0425,-0.02
2008-09-03 00:00:00+00:00,0.0575,-0.0075,0.0075,-0.0125,0.1475,-0.0425,-0.02,-0.06,0.0375,-0.0525,-0.0125,-0.0275,0.04,-0.0125
2008-09-04 00:00:00+00:00,0.05,0.0175,-0.015,-0.005,0.1575,-0.0375,-0.0175,-0.07,0.04,-0.06,-0.0225,-0.0275,0.045,-0.0125
2008-09-05 00:00:00+00:00,0.0475,0.0175,-0.015,-0.005,0.165,-0.0375,-0.0275,-0.065,0.0375,-0.06,-0.02,-0.0275,0.0525,-0.02
2008-09-07 00:00:00+00:00,0.0475,0.0175,-0.015,-0.005,0.16,-0.0475,0.0075,-0.0875,0.0425,-0.0625,-0.02,-0.0275,0.0525,-0.02
2008-09-08 00:00:00+00:00,0.05,0.0125,-0.005,-0.01,0.16,-0.0325,-0.02,-0.075,0.045,-0.0725,-0.015,-0.035,0.05,-0.0025
2008-09-09 00:00:00+00:00,0.0375,0.0275,-0.02,-0.0025,0.175,-0.04,-0.0325,-0.07,0.0425,-0.065,-0.0275,-0.0325,0.075,-0.035
2008-09-10 00:00:00+00:00,0.0475,0.0125,0.0,-0.0125,0.1575,-0.035,-0.0275,-0.065,0.0425,-0.065,-0.015,-0.02,0.045,-0.03
2008-09-11 00:00:00+00:00,0.0725,-0.005,0.02,-0.025,0.1425,-0.015,-0.025,-0.07,0.04,-0.0675,-0.015,-0.0325,0.065,-0.0375
2008-09-12 00:00:00+00:00,0.0675,-0.005,0.035,-0.035,0.1225,-0.0125,-0.0,-0.0825,0.045,-0.0625,-0.015,-0.0375,0.0475,-0.0075
2008-09-14 00:00:00+00:00,0.0675,0.0,0.025,-0.03,0.14,-0.02,-0.0375,-0.055,0.045,-0.0625,-0.015,-0.0375,0.0475,-0.0075
2008-09-15 00:00:00+00:00,0.015,0.085,-0.095,0.03,0.2325,-0.0975,-0.0175,-0.1025,0.04,-0.07,-0.0125,-0.0525,0.0925,-0.04
2008-09-16 00:00:00+00:00,-0.0075,0.045,-0.0975,0.2275,-0.065,-0.01,-0.1075,0.0675,-0.0825,-0.0175,-0.015,0.0225,-0.005,0.035
2008-09-17 00:00:00+00:00,-0.04,0.075,-0.125,0.2125,-0.03,-0.0025,-0.1575,0.0925,-0.095,-0.0225,-0.05,0.1025,-0.015,0.0075
2008-09-18 00:00:00+00:00,-0.055,0.135,-0.18,0.1525,0.01,0.0225,-0.18,0.115,-0.0975,-0.015,-0.03,0.08,-0.01,-0.0175
2008-09-19 00:00:00+00:00,0.025,0.09,-0.165,0.1625,-0.04,0.0125,-0.13,0.1125,-0.09,-0.02,-0.03,0.0875,-0.045,0.075
2008-09-22 00:00:00+00:00,0.0,0.115,-0.17,0.15,-0.0375,0.02,-0.11,0.0975,-0.0925,-0.01,-0.03,0.075,-0.0225,-0.0025
2008-09-23 00:00:00+00:00,-0.0875,0.21,-0.2175,0.12,0.0125,0.03,-0.14,0.0975,-0.095,0.0,-0.0475,0.0925,-0.0325,0.0075
2008-09-24 00:00:00+00:00,-0.0575,0.215,-0.24,0.115,0.0575,-0.0275,-0.1125,0.0775,-0.08,-0.0075,-0.035,0.0825,-0.03,0.0025
2008-09-25 00:00:00+00:00,0.01,0.13,-0.2,0.17,-0.0275,0.0,-0.1175,0.075,-0.075,-0.01,-0.03,0.075,-0.0225,-0.0
2008-09-26 00:00:00+00:00,0.005,0.085,-0.1525,0.235,-0.0775,-0.0225,-0.1325,0.0875,-0.075,-0.01,-0.005,0.0575,-0.025,0.005
2008-09-28 00:00:00+00:00,0.005,0.085,-0.1525,0.2425,-0.0925,-0.015,-0.1325,0.0875,-0.075,-0.01,-0.005,0.0575,-0.025,0.005
2008-09-29 00:00:00+00:00,0.05,-0.07,-0.0525,0.41,-0.25,-0.005,-0.1675,0.0825,-0.075,0.005,-0.0275,0.0225,0.0375,0.015
2008-09-30 00:00:00+00:00,-0.0175,0.0125,-0.1025,0.345,-0.1775,-0.02,-0.16,0.075,-0.0675,-0.0075,-0.0275,0.115,-0.055,0.03
2008-10-01 00:00:00+00:00,0.03,-0.0775,-0.05,0.39,-0.205,-0.0325,-0.165,0.0625,-0.0625,-0.0075,-0.0275,0.11,-0.0525,0.05
2008-10-02 00:00:00+00:00,0.0325,-0.205,0.0225,0.4925,-0.2975,-0.065,-0.1475,0.07,-0.08,0.0075,-0.015,0.0725,-0.0125,-0.005
2008-10-03 00:00:00+00:00,0.035,-0.2525,0.06,0.55,-0.3525,-0.0825,-0.1375,0.0725,-0.0575,-0.025,-0.0025,0.0475,0.015,-0.015
2008-10-06 00:00:00+00:00,0.15,-0.4425,0.155,0.65,-0.4675,-0.0925,-0.1275,0.09,-0.06,0.0075,-0.04,0.06,0.0125,-0.01
2008-10-07 00:00:00+00:00,-0.01,-0.475,0.225,0.74,-0.585,-0.0775,-0.1175,0.09,-0.0725,-0.0125,-0.03,0.09,-0.015,0.0125
2008-10-08 00:00:00+00:00,0.025,-0.515,0.245,0.755,-0.6125,-0.0425,-0.155,0.1025,-0.07,0.0,-0.0375,0.0825,-0.01,0.0125
2008-10-09 00:00:00+00:00,0.0225,-0.495,0.2175,0.725,-0.5775,-0.0725,-0.1025,0.075,-0.055,-0.0425,0.015,0.0325,0.0225,-0.005
2008-10-10 00:00:00+00:00,-0.2075,-0.555,0.34,0.795,-0.68,-0.095,-0.1125,0.1075,-0.0425,0.005,-0.0225,0.085,-0.0525,0.0575
2008-10-12 00:00:00+00:00,-0.2075,-0.555,0.34,0.795,-0.665,-0.125,-0.0975,0.1075,-0.0425,0.005,-0.0225,0.085,-0.0525,0.0575
2008-10-13 00:00:00+00:00,-0.325,-0.095,-0.7075,1.425,-0.7625,-0.09,-0.1225,0.1225,-0.0375,0.0125,-0.02,0.1,-0.025,0.015
2008-10-14 00:00:00+00:00,-0.0075,-0.1375,0.0875,0.0225,-0.1525,0.015,-0.125,0.1075,-0.045,0.01,-0.0325,0.1175,-0.0125,0.0025
2008-10-15 00:00:00+00:00,-0.0425,-0.08,0.08,-0.0275,-0.085,-0.0125,-0.135,0.1,-0.0575,0.0175,-0.025,0.1125,-0.015,0.015
2008-10-16 00:00:00+00:00,-0.06,-0.06,0.0975,-0.0625,-0.035,-0.04,-0.12,0.0775,-0.0625,0.02,-0.02,0.12,-0.02,0.0075
2008-10-17 00:00:00+00:00,-0.0875,-0.1675,0.2875,-0.2425,0.1075,-0.0975,-0.125,0.07,-0.05,0.02,0.0,0.1075,-0.0175,-0.02
2008-10-20 00:00:00+00:00,-0.045,-0.185,0.2575,-0.1825,0.065,-0.0825,-0.1175,0.0575,-0.04,0.015,-0.015,0.1125,-0.01,-0.0025
2008-10-21 00:00:00+00:00,-0.075,-0.1825,0.285,-0.2375,0.1225,-0.0975,-0.1175,0.05,-0.04,0.015,-0.025,0.11,-0.01,0.02
2008-10-22 00:00:00+00:00,-0.0325,-0.2625,0.3525,-0.3225,0.225,-0.1525,-0.1125,0.0525,-0.0475,0.0125,-0.0275,0.0875,0.0125,-0.0075
2008-10-23 00:00:00+00:00,0.0025,-0.295,0.3125,-0.2425,0.16,-0.1325,-0.1075,0.06,-0.0425,0.0025,-0.02,0.0975,-0.04,0.05
2008-10-24 00:00:00+00:00,-0.1125,-0.24,0.345,-0.3075,0.2075,-0.1375,-0.1175,0.0575,-0.0375,0.0025,-0.03,0.105,-0.0325,0.015
2008-10-27 00:00:00+00:00,-0.165,-0.18,0.39,-0.3975,0.3125,-0.2025,-0.1325,0.0775,-0.04,0.0025,-0.0325,0.095,-0.0075,0.01
2008-10-28 00:00:00+00:00,-0.1275,-0.195,0.3825,-0.3825,0.305,-0.2025,-0.1225,0.06,-0.035,0.0025,-0.0275,0.095,-0.0125,0.0175
2008-10-29 00:00:00+00:00,-0.1525,-0.1675,0.4025,-0.4225,0.365,-0.225,-0.1275,0.0525,-0.05,0.0,-0.0325,0.0975,-0.0025,0.0275
2008-10-30 00:00:00+00:00,-0.085,-0.37,0.5525,-0.4925,0.4475,-0.27,-0.135,0.0475,-0.0425,-0.0,-0.0375,0.1075,-0.0075,0.0025
2008-10-31 00:00:00+00:00,-0.085,-0.36,0.5325,-0.4525,0.3925,-0.2525,-0.1275,0.0775,-0.0475,-0.005,-0.03,0.0625,0.015,0.0175
2008-11-03 00:00:00+00:00,-0.12,-0.3675,0.545,-0.4775,0.4025,-0.235,-0.1375,0.08,-0.065,0.005,-0.03,0.0725,0.0,0.02
2008-11-04 00:00:00+00:00,-0.06,-0.3975,0.505,-0.3975,0.355,-0.2125,-0.1475,0.0675,-0.05,-0.0025,-0.045,0.095,0.0125,-0.0175
2008-11-05 00:00:00+00:00,-0.11,-0.155,0.1475,-0.235,0.3425,-0.205,-0.14,0.0725,-0.0675,0.005,-0.03,0.0775,0.0075,-0.0
2008-11-06 00:00:00+00:00,-0.0525,-0.33,0.34,-0.42,0.5175,-0.335,-0.115,0.09,-0.0525,0.0075,-0.035,0.0825,-0.015,0.0175
2008-11-07 00:00:00+00:00,-0.01,-0.3425,0.365,-0.47,0.5475,-0.3425,-0.11,0.085,-0.05,0.0075,-0.04,0.0775,0.0,0.0275
2008-11-10 00:00:00+00:00,-0.105,-0.245,0.405,-0.6,0.65,-0.375,-0.11,0.0825,-0.0525,0.01,-0.045,0.0975,-0.0175,0.0125
2008-11-11 00:00:00+00:00,-0.125,-0.345,0.525,-0.69,0.7225,-0.4125,-0.1025,0.065,-0.0375,0.01,-0.04,0.095,-0.025,0.02
2008-11-12 00:00:00+00:00,-0.165,-0.3875,0.615,-0.79,0.815,-0.445,-0.11,0.0775,-0.0525,0.0025,-0.03,0.08,-0.02,0.03
2008-11-13 00:00:00+00:00,-0.09,-0.365,0.4875,-0.625,0.655,-0.3525,-0.1125,0.0775,-0.045,-0.025,-0.0275,0.105,-0.02,0.0025
2008-11-14 00:00:00+00:00,-0.0825,-0.3725,0.4925,-0.64,0.68,-0.375,-0.11,0.0825,-0.06,0.0,-0.0325,0.0825,0.0,0.0075
2008-11-17 00:00:00+00:00,-0.1275,-0.355,0.53,-0.715,0.775,-0.4425,-0.1125,0.0875,-0.0525,-0.0025,-0.04,0.0825,-0.0075,0.0125
2008-11-18 00:00:00+00:00,0.195,0.035,-0.23,-0.335,0.775,-0.4475,-0.105,0.09,-0.055,0.0,-0.0425,0.08,-0.0125,0.0175
2008-11-19 00:00:00+00:00,-0.2175,0.2975,-0.285,-0.3075,0.7925,-0.46,-0.1125,0.0925,-0.05,0.0,-0.045,0.075,-0.0075,0.0175
